label,article_id,n_related_tweets,n_unique_tweets,n_replies,n_unique_reply_tweets,engagement_total
0,1053,3,3,0,0,3
0,1055,16,16,0,0,16
0,1056,12,12,0,0,12
0,1057,9,9,0,0,9
0,1058,7,7,0,0,7
0,1059,9,9,0,0,9
0,1060,25,25,0,0,25
0,1061,19,19,0,0,19
0,1062,12,12,2,1,14
0,1063,4,4,0,0,4
0,1064,5,5,0,0,5
0,1065,13,13,0,0,13
0,1066,23,23,0,0,23
0,1067,3,3,0,0,3
0,1068,5,5,0,0,5
0,1069,23,23,0,0,23
0,1070,31,31,0,0,31
0,1071,8,8,0,0,8
0,1072,12,12,1,1,13
0,1073,10,10,0,0,10
0,1074,11,11,0,0,11
0,1075,11,11,0,0,11
0,1076,36,36,21,6,57
0,1077,17,17,0,0,17
0,1078,10,10,0,0,10
0,1079,5,5,0,0,5
0,1080,16,16,2,2,18
0,1081,35,35,33,4,68
0,1082,20,20,1,1,21
0,1083,3,3,0,0,3
0,1084,41,41,0,0,41
0,1086,39,39,1,1,40
0,1087,59,59,0,0,59
0,1088,10,10,0,0,10
0,1089,21,21,0,0,21
0,1090,41,41,22,6,63
0,1091,21,21,0,0,21
0,1092,280,280,206,63,486
0,1093,6,6,0,0,6
0,1094,124,124,20,8,144
0,1095,55,55,34,3,89
0,1096,12,12,0,0,12
0,1097,18,18,0,0,18
0,1098,29,29,2,1,31
0,1099,132,132,24,7,156
0,1100,7,7,0,0,7
0,1102,44,44,5,2,49
0,1103,53,53,0,0,53
0,1104,33,33,1,1,34
0,1105,25,25,0,0,25
0,1106,8,8,0,0,8
0,1107,143,143,70,17,213
0,1109,28,28,1,1,29
0,1110,45,45,5,3,50
0,1111,59,59,12,9,71
0,1112,83,83,1,1,84
0,1113,53,53,0,0,53
0,1114,9,9,0,0,9
0,1115,25,25,3,2,28
0,1116,14,14,0,0,14
0,1117,46,46,2,1,48
0,1118,33,33,0,0,33
0,1119,13,13,0,0,13
0,1120,62,62,0,0,62
0,1121,23,23,2,2,25
0,1122,31,31,9,2,40
0,1123,30,30,0,0,30
0,1124,78,78,85,15,163
0,1125,37,37,0,0,37
0,1126,49,49,0,0,49
0,1127,22,22,1,1,23
0,1128,50,50,0,0,50
0,1129,66,66,1,1,67
0,1130,20,20,0,0,20
0,1131,38,38,44,13,82
0,1132,243,243,102,20,345
0,1133,11,11,0,0,11
0,1134,500,500,7,3,507
0,1135,37,37,0,0,37
0,1136,49,49,14,1,63
0,1137,25,25,1,1,26
0,1138,215,215,479,54,694
0,1139,3,3,0,0,3
0,1140,18,18,0,0,18
0,1141,29,29,16,5,45
0,1142,20,20,6,1,26
0,1143,500,500,620,107,1120
0,1144,13,13,0,0,13
0,1145,54,54,23,7,77
0,1146,500,500,552,116,1052
0,1148,6,6,0,0,6
0,1149,500,500,427,103,927
0,1150,500,500,242,55,742
0,1151,54,54,21,4,75
0,1152,270,270,300,67,570
0,1153,329,329,375,108,704
0,1154,500,500,230,69,730
0,1155,26,26,17,2,43
0,1156,53,53,37,13,90
0,1157,17,17,0,0,17
0,1158,77,77,82,21,159
0,1159,18,18,0,0,18
0,1160,13,13,0,0,13
0,1161,16,16,0,0,16
0,1162,500,500,935,138,1435
0,1163,500,500,616,187,1116
0,1165,5,5,0,0,5
0,1166,19,19,9,2,28
0,1167,10,10,0,0,10
0,1168,500,500,450,106,950
0,1169,500,500,413,105,913
0,1170,500,500,551,112,1051
0,1171,500,500,822,171,1322
0,1172,500,500,162,50,662
0,1174,500,500,968,175,1468
0,1175,80,80,65,12,145
0,1176,13,13,0,0,13
0,1177,3,3,0,0,3
0,1178,13,13,14,3,27
0,1179,2,2,10,2,12
0,1180,7,7,0,0,7
0,1181,500,500,552,137,1052
0,1182,16,16,14,1,30
0,1183,16,16,0,0,16
0,1184,16,16,3,1,19
0,1185,500,500,287,77,787
0,1186,49,49,29,5,78
0,1187,14,14,0,0,14
0,1188,500,500,493,108,993
0,1189,15,15,32,1,47
0,1191,11,11,0,0,11
0,1192,500,500,672,138,1172
0,1193,108,108,241,40,349
0,1194,8,8,0,0,8
0,1195,117,117,206,34,323
0,1196,500,500,419,93,919
0,1197,11,11,0,0,11
0,1198,12,12,7,2,19
0,1199,3,3,0,0,3
0,1200,5,5,0,0,5
0,1201,14,14,0,0,14
0,1202,15,15,0,0,15
0,1203,500,500,769,149,1269
0,1204,500,500,237,48,737
0,1205,328,328,25,9,353
0,1206,112,112,2,2,114
0,1207,6,6,0,0,6
0,1208,11,11,8,2,19
0,1209,500,500,1317,232,1817
0,1210,500,500,835,172,1335
0,1211,5,5,0,0,5
0,1212,500,500,417,88,917
0,1213,500,500,859,179,1359
0,1214,252,252,481,95,733
0,1215,65,65,36,8,101
0,1216,10,10,0,0,10
0,1217,500,500,1147,156,1647
0,1218,288,288,312,61,600
0,1219,9,9,0,0,9
0,1220,18,18,0,0,18
0,1221,14,14,1,1,15
0,1222,63,63,11,5,74
0,1223,31,31,23,5,54
0,1224,10,10,0,0,10
0,1225,500,500,551,152,1051
0,1226,116,116,62,22,178
0,1227,16,16,14,2,30
0,1228,18,18,0,0,18
0,1229,77,77,4,2,81
0,1230,500,500,367,83,867
0,1231,13,13,0,0,13
0,1232,500,500,69,13,569
0,1233,18,18,0,0,18
0,1234,13,13,0,0,13
0,1235,16,16,0,0,16
0,1237,13,13,0,0,13
0,1238,493,493,539,103,1032
0,1239,4,4,0,0,4
0,1240,9,9,0,0,9
0,1241,500,500,613,133,1113
0,1242,11,11,5,1,16
0,1243,11,11,10,1,21
0,1244,500,500,577,99,1077
0,1245,293,293,262,76,555
0,1246,500,500,311,76,811
0,1247,2,2,0,0,2
0,1248,5,5,0,0,5
0,1249,7,7,0,0,7
0,1250,234,234,34,19,268
0,1251,14,14,0,0,14
0,1252,5,5,0,0,5
0,1253,73,73,16,6,89
0,1254,29,29,23,4,52
0,1255,10,10,0,0,10
0,1256,4,4,0,0,4
0,1257,10,10,0,0,10
0,1258,303,303,579,103,882
0,1259,22,22,24,8,46
0,1260,224,224,372,69,596
0,1261,31,31,4,1,35
0,1262,7,7,0,0,7
0,1263,500,500,707,170,1207
0,1264,21,21,8,4,29
0,1265,9,9,1,1,10
0,1266,10,10,0,0,10
0,1267,37,37,36,8,73
0,1268,10,10,2,1,12
0,1269,49,49,1,1,50
0,1270,6,6,0,0,6
0,1271,37,37,5,2,42
0,1272,13,13,0,0,13
0,1273,500,500,945,165,1445
0,1274,9,9,0,0,9
0,1275,17,17,0,0,17
0,1276,27,27,27,6,54
0,1277,9,9,0,0,9
0,1278,13,13,2,1,15
0,1279,295,295,529,76,824
0,1280,86,86,71,19,157
0,1281,500,500,675,115,1175
0,1282,500,500,1123,180,1623
0,1283,500,500,673,138,1173
0,1284,10,10,0,0,10
0,1285,43,43,41,10,84
0,1286,500,500,39,6,539
0,1287,18,18,0,0,18
0,1288,77,77,0,0,77
0,1289,13,13,0,0,13
0,1290,10,10,0,0,10
0,1291,16,16,0,0,16
0,1292,16,16,9,1,25
0,1293,15,15,0,0,15
0,1294,500,500,416,112,916
0,1295,13,13,0,0,13
0,1296,27,27,4,1,31
0,1297,500,500,325,84,825
0,1298,10,10,0,0,10
0,1299,500,500,887,167,1387
0,1300,8,8,3,2,11
0,1301,4,4,0,0,4
0,1302,5,5,0,0,5
0,1303,500,500,1103,207,1603
0,1304,387,387,339,71,726
0,1305,11,11,0,0,11
0,1306,5,5,0,0,5
0,1307,500,500,644,121,1144
0,1308,500,500,692,153,1192
0,1309,500,500,560,140,1060
0,1310,8,8,0,0,8
0,1311,500,500,1101,213,1601
0,1312,348,348,64,18,412
0,1313,500,500,86,35,586
0,1314,5,5,0,0,5
0,1315,13,13,0,0,13
0,1316,3,3,0,0,3
0,1317,3,3,0,0,3
0,1318,23,23,12,5,35
0,1319,17,17,0,0,17
0,1320,12,12,0,0,12
0,1321,11,11,6,1,17
0,1322,18,18,3,1,21
0,1324,8,8,0,0,8
0,1325,356,356,80,25,436
0,1326,58,58,25,4,83
0,1327,16,16,0,0,16
0,1328,500,500,391,107,891
0,1329,13,13,0,0,13
0,1330,12,12,14,3,26
0,1331,5,5,0,0,5
0,1332,77,77,0,0,77
0,1333,10,10,0,0,10
0,1334,18,18,0,0,18
0,1335,5,5,0,0,5
0,1336,11,11,7,1,18
0,1337,54,54,5,4,59
0,1338,11,11,0,0,11
0,1339,10,10,0,0,10
0,1340,39,39,23,6,62
0,1341,83,83,12,2,95
0,1342,500,500,629,129,1129
0,1343,4,4,0,0,4
0,1344,303,303,69,14,372
0,1345,500,500,542,115,1042
0,1346,50,50,10,4,60
0,1347,500,500,262,72,762
0,1348,8,8,0,0,8
0,1349,91,91,60,20,151
0,1350,500,500,674,115,1174
0,1351,5,5,0,0,5
0,1352,500,500,613,142,1113
0,1353,1,1,0,0,1
0,1354,6,6,0,0,6
0,1355,3,3,0,0,3
0,1356,41,41,0,0,41
0,1357,8,8,0,0,8
0,1358,374,374,252,60,626
0,1359,32,32,0,0,32
0,1360,3,3,0,0,3
0,1361,37,37,0,0,37
0,1362,500,500,485,117,985
0,1363,64,64,23,8,87
0,1364,5,5,0,0,5
0,1365,9,9,15,1,24
0,1366,4,4,0,0,4
0,1367,500,500,523,121,1023
0,1368,500,500,788,172,1288
0,1369,500,500,663,110,1163
0,1370,35,35,17,3,52
0,1371,71,71,18,4,89
0,1372,10,10,0,0,10
0,1373,31,31,36,9,67
0,1374,14,14,3,2,17
0,1375,8,8,5,1,13
0,1376,12,12,0,0,12
0,1377,3,3,4,2,7
0,1378,9,9,0,0,9
0,1379,8,8,0,0,8
0,1380,9,9,2,1,11
0,1381,4,4,0,0,4
0,1382,500,500,252,71,752
0,1383,7,7,11,1,18
0,1384,500,500,631,140,1131
0,1385,131,131,30,11,161
0,1386,34,34,31,6,65
0,1387,500,500,686,97,1186
0,1388,4,4,0,0,4
0,1389,500,500,450,98,950
0,1390,500,500,1381,160,1881
0,1391,500,500,289,77,789
0,1392,17,17,20,1,37
0,1393,2,2,0,0,2
0,1394,3,3,0,0,3
0,1395,321,321,650,101,971
0,1396,500,500,650,144,1150
0,1397,500,500,670,141,1170
0,1398,22,22,2,1,24
0,1399,18,18,10,4,28
0,1400,23,23,4,2,27
0,1401,9,9,0,0,9
0,1402,22,22,2,1,24
0,1403,89,89,108,24,197
0,1404,8,8,0,0,8
0,1405,22,22,0,0,22
0,1406,46,46,16,4,62
0,1407,61,61,17,5,78
0,1408,20,20,0,0,20
0,1409,8,8,0,0,8
0,1410,6,6,0,0,6
0,1411,196,196,32,9,228
0,1412,3,3,0,0,3
0,1413,16,16,0,0,16
0,1414,96,96,9,2,105
0,1415,9,9,0,0,9
0,1416,38,38,10,4,48
0,1417,299,299,298,67,597
0,1418,29,29,6,3,35
0,1419,500,500,732,126,1232
0,1420,68,68,66,9,134
0,1421,8,8,1,1,9
0,1422,8,8,0,0,8
0,1423,32,32,8,3,40
0,1424,6,6,0,0,6
0,1425,3,3,0,0,3
0,1426,11,11,5,1,16
0,1427,5,5,0,0,5
0,1428,6,6,0,0,6
0,1429,20,20,2,1,22
0,1431,344,344,44,16,388
0,1432,4,4,0,0,4
0,1433,5,5,0,0,5
0,1434,500,500,619,139,1119
0,1435,3,3,0,0,3
0,1436,20,20,38,3,58
0,1437,500,500,848,163,1348
0,1438,4,4,0,0,4
0,1439,22,22,1,1,23
0,1440,23,23,0,0,23
0,1441,3,3,0,0,3
0,1442,10,10,11,2,21
0,1443,318,318,344,72,662
0,1444,10,10,1,1,11
0,1445,25,25,2,1,27
0,1446,26,26,1,1,27
0,1447,1,1,0,0,1
0,1448,27,27,6,3,33
0,1449,47,47,112,2,159
0,1450,234,234,222,47,456
0,1451,4,4,0,0,4
0,1452,11,11,0,0,11
0,1453,16,16,12,4,28
0,1454,12,12,0,0,12
0,1455,89,89,17,5,106
0,1456,5,5,0,0,5
0,1457,115,115,2,2,117
0,1459,3,3,0,0,3
0,1460,32,32,2,1,34
0,1462,45,45,22,1,67
0,1464,14,14,0,0,14
0,1465,241,241,3,3,244
0,1466,99,99,36,9,135
0,1468,94,94,13,6,107
0,1471,43,43,28,5,71
0,1472,32,32,0,0,32
0,1473,43,43,36,9,79
0,1475,44,44,3,3,47
0,1477,43,43,33,3,76
0,1478,24,24,0,0,24
0,1479,1,1,0,0,1
0,1483,30,30,2,1,32
0,1485,16,16,0,0,16
0,1486,14,14,0,0,14
0,1487,192,192,56,17,248
0,1488,48,48,8,2,56
0,1489,7,7,0,0,7
0,1490,62,62,9,3,71
0,1493,63,63,3,1,66
0,1494,9,9,2,1,11
0,1496,44,44,0,0,44
0,1497,44,44,1,1,45
0,1498,12,12,15,1,27
0,1499,39,39,66,13,105
0,1500,3,3,0,0,3
0,1501,23,23,8,2,31
0,1503,10,10,0,0,10
0,1505,4,4,1,1,5
0,1506,17,17,2,2,19
0,1508,5,5,0,0,5
0,1509,17,17,0,0,17
0,1513,100,100,26,9,126
0,1514,196,196,43,9,239
0,1515,35,35,13,2,48
0,1516,433,433,157,25,590
0,1517,10,10,0,0,10
0,1518,168,168,299,52,467
0,1519,13,13,0,0,13
0,1520,11,11,0,0,11
0,1523,19,19,0,0,19
0,1524,10,10,0,0,10
0,1526,220,220,48,16,268
0,1527,44,44,2,2,46
0,1528,500,500,162,25,662
0,1529,11,11,0,0,11
0,1531,65,65,5,3,70
0,1533,1,1,0,0,1
0,1535,44,44,16,2,60
0,1537,16,16,0,0,16
0,1538,63,63,17,4,80
0,1539,8,8,0,0,8
0,1540,33,33,11,1,44
0,1541,1,1,0,0,1
0,1542,11,11,3,1,14
0,1543,24,24,0,0,24
0,1544,22,22,0,0,22
0,1545,106,106,5,2,111
0,1546,116,116,45,15,161
0,1548,8,8,0,0,8
0,1550,16,16,1,1,17
0,1551,7,7,0,0,7
0,1553,4,4,0,0,4
0,1554,16,16,0,0,16
0,1558,12,12,0,0,12
0,1559,17,17,0,0,17
0,1560,2,2,0,0,2
0,1561,11,11,0,0,11
0,1562,5,5,0,0,5
0,1563,5,5,0,0,5
0,1564,1,1,0,0,1
0,1565,9,9,0,0,9
0,1566,4,4,0,0,4
0,1567,5,5,0,0,5
0,1568,4,4,0,0,4
0,1571,14,14,12,4,26
0,1572,8,8,3,2,11
0,1573,15,15,4,1,19
0,1575,3,3,0,0,3
0,1576,2,2,0,0,2
0,1577,10,10,9,2,19
0,1578,11,11,0,0,11
0,1579,8,8,0,0,8
0,1580,2,2,0,0,2
0,1581,13,13,0,0,13
0,1582,11,11,0,0,11
0,1583,4,4,0,0,4
0,1584,2,2,0,0,2
0,1586,1,1,0,0,1
0,1587,10,10,0,0,10
0,1588,8,8,0,0,8
0,1589,28,28,8,4,36
0,1590,34,34,0,0,34
0,1591,6,6,0,0,6
0,1592,2,2,0,0,2
0,1594,19,19,1,1,20
0,1595,11,11,0,0,11
0,1596,2,2,0,0,2
0,1597,7,7,11,1,18
0,1598,5,5,3,1,8
0,1599,2,2,0,0,2
0,1601,29,29,12,3,41
0,1602,1,1,0,0,1
0,1603,3,3,5,1,8
0,1604,16,16,1,1,17
0,1607,7,7,0,0,7
0,1608,2,2,0,0,2
0,1609,7,7,0,0,7
0,1610,13,13,1,1,14
0,1611,11,11,0,0,11
0,1612,3,3,0,0,3
0,1613,28,28,3,1,31
0,1614,10,10,1,1,11
0,1615,3,3,0,0,3
0,1616,2,2,0,0,2
0,1617,1,1,0,0,1
0,1618,1,1,0,0,1
0,1619,15,15,1,1,16
0,1620,7,7,0,0,7
0,1621,3,3,0,0,3
0,1623,3,3,0,0,3
0,1624,2,2,1,1,3
0,1625,5,5,0,0,5
0,1626,14,14,0,0,14
0,1627,3,3,0,0,3
0,1628,5,5,0,0,5
0,1629,2,2,0,0,2
0,1630,15,15,0,0,15
0,1631,13,13,0,0,13
0,1632,4,4,0,0,4
0,1633,8,8,0,0,8
0,1634,2,2,0,0,2
0,1635,3,3,1,1,4
0,1636,3,3,0,0,3
0,1637,32,32,6,5,38
0,1638,24,24,0,0,24
0,1639,11,11,4,1,15
0,1640,7,7,0,0,7
0,1641,10,10,0,0,10
0,1642,6,6,0,0,6
0,1643,6,6,0,0,6
0,1644,4,4,1,1,5
0,1645,18,18,0,0,18
0,1646,17,17,8,2,25
0,1647,16,16,17,4,33
0,1648,2,2,0,0,2
0,1649,6,6,7,1,13
0,1650,7,7,90,1,97
0,1651,3,3,0,0,3
0,1652,7,7,0,0,7
0,1653,11,11,4,3,15
0,1654,4,4,0,0,4
0,1655,6,6,0,0,6
0,1656,14,14,0,0,14
0,1657,4,4,0,0,4
0,1658,2,2,0,0,2
0,1659,4,4,0,0,4
0,1660,4,4,0,0,4
0,1661,38,38,4,3,42
0,1662,1,1,0,0,1
0,1663,9,9,30,2,39
0,1664,9,9,0,0,9
0,1666,57,57,13,4,70
0,1667,32,32,23,5,55
0,1668,2,2,0,0,2
0,1669,2,2,0,0,2
0,1670,3,3,0,0,3
0,1671,2,2,12,2,14
0,1672,3,3,6,2,9
0,1673,33,33,0,0,33
0,1674,12,12,0,0,12
0,1675,16,16,0,0,16
0,1676,4,4,0,0,4
0,1677,11,11,0,0,11
0,1678,10,10,1,1,11
0,1679,2,2,0,0,2
0,1680,3,3,0,0,3
0,1681,2,2,0,0,2
0,1682,23,23,1,1,24
0,1684,12,12,5,2,17
0,1685,5,5,0,0,5
0,1686,5,5,1,1,6
0,1687,8,8,0,0,8
0,1688,5,5,0,0,5
0,1689,7,7,0,0,7
0,1690,1,1,0,0,1
0,1691,3,3,0,0,3
0,1692,22,22,0,0,22
0,1693,5,5,0,0,5
0,1694,11,11,0,0,11
0,1695,3,3,0,0,3
0,1696,4,4,0,0,4
0,1697,17,17,0,0,17
0,1698,11,11,13,2,24
0,1699,5,5,0,0,5
0,1700,42,42,1,1,43
0,1701,25,25,1,1,26
0,1702,9,9,0,0,9
0,1703,2,2,3,1,5
0,1704,6,6,1,1,7
0,1705,28,28,1,1,29
0,1706,34,34,1,1,35
0,1707,110,110,17,9,127
0,1708,8,8,0,0,8
0,1709,9,9,0,0,9
0,1710,8,8,0,0,8
0,1711,53,53,34,4,87
0,1712,50,50,0,0,50
0,1713,17,17,0,0,17
0,1714,94,94,7,5,101
0,1715,21,21,1,1,22
0,1716,25,25,24,1,49
0,1717,67,67,7,2,74
0,1718,28,28,0,0,28
0,1719,17,17,2,1,19
0,1720,38,38,5,4,43
0,1722,21,21,0,0,21
0,1723,11,11,0,0,11
0,1724,36,36,0,0,36
0,1725,20,20,0,0,20
0,1726,7,7,0,0,7
0,1727,10,10,0,0,10
0,1728,35,35,1,1,36
0,1729,23,23,0,0,23
0,1730,39,39,10,4,49
0,1731,91,91,6,2,97
0,1732,14,14,0,0,14
0,1733,11,11,0,0,11
0,1734,22,22,0,0,22
0,1735,35,35,0,0,35
0,1736,25,25,2,2,27
0,1737,30,30,0,0,30
0,1738,12,12,0,0,12
0,1739,129,129,15,6,144
0,1740,371,371,119,30,490
0,1741,31,31,0,0,31
0,1742,16,16,0,0,16
0,1743,17,17,0,0,17
0,1744,18,18,1,1,19
0,1745,14,14,0,0,14
0,1746,14,14,14,2,28
0,1747,14,14,1,1,15
0,1748,5,5,0,0,5
0,1749,20,20,0,0,20
0,1750,27,27,2,2,29
0,1752,24,24,0,0,24
0,1754,40,40,1,1,41
0,1755,42,42,2,1,44
0,1756,31,31,0,0,31
0,1757,118,118,6,4,124
0,1759,34,34,2,1,36
0,1760,35,35,2,2,37
0,1761,27,27,2,2,29
0,1762,47,47,1,1,48
0,1764,31,31,7,2,38
0,1766,19,19,0,0,19
0,1768,35,35,3,1,38
0,1769,100,100,17,7,117
0,1770,84,84,4,3,88
0,1771,25,25,2,2,27
0,1773,70,70,4,3,74
0,1774,20,20,0,0,20
0,1775,45,45,0,0,45
0,1776,17,17,0,0,17
0,1777,4,4,0,0,4
0,1779,45,45,0,0,45
0,1780,54,54,14,2,68
0,1781,26,26,0,0,26
0,1782,35,35,2,1,37
0,1783,78,78,0,0,78
0,1784,58,58,2,2,60
0,1785,29,29,0,0,29
0,1786,9,9,0,0,9
0,1788,74,74,3,3,77
0,1789,33,33,0,0,33
0,1790,48,48,3,2,51
0,1791,19,19,0,0,19
0,1792,105,105,6,4,111
0,1793,45,45,0,0,45
0,1794,55,55,1,1,56
0,1795,112,112,35,10,147
0,1796,99,99,9,6,108
0,1798,73,73,9,6,82
0,1800,42,42,2,2,44
0,1803,13,13,0,0,13
0,1804,45,45,0,0,45
0,1806,19,19,0,0,19
0,1809,31,31,2,1,33
0,1810,7,7,0,0,7
0,1811,500,500,587,120,1087
0,1812,52,52,1,1,53
0,1813,24,24,1,1,25
0,1814,24,24,1,1,25
0,1815,41,41,1,1,42
0,1816,206,206,176,25,382
0,1817,24,24,2,1,26
0,1818,47,47,3,2,50
0,1819,42,42,10,1,52
0,1820,30,30,19,2,49
0,1821,63,63,6,3,69
0,1822,61,61,9,3,70
0,1823,66,66,12,7,78
0,1824,23,23,1,1,24
0,1825,28,28,6,1,34
0,1826,63,63,38,7,101
0,1827,412,412,657,61,1069
0,1829,64,64,22,3,86
0,1830,30,30,7,2,37
0,1831,21,21,1,1,22
0,1833,3,3,0,0,3
0,1834,13,13,0,0,13
0,1836,2,2,0,0,2
0,1837,8,8,0,0,8
0,1838,11,11,1,1,12
0,1839,8,8,0,0,8
0,1840,19,19,0,0,19
0,1841,8,8,0,0,8
0,1842,7,7,0,0,7
0,1843,22,22,0,0,22
0,1844,10,10,0,0,10
0,1845,14,14,1,1,15
0,1846,48,48,104,18,152
0,1847,2,2,0,0,2
0,1849,20,20,0,0,20
0,1850,5,5,0,0,5
0,1851,14,14,2,1,16
0,1852,26,26,4,2,30
0,1853,19,19,0,0,19
0,1854,4,4,0,0,4
0,1855,7,7,0,0,7
0,1856,4,4,0,0,4
0,1857,5,5,0,0,5
0,1858,16,16,1,1,17
0,1859,21,21,1,1,22
0,1860,23,23,0,0,23
0,1861,30,30,20,5,50
0,1862,3,3,2,1,5
0,1863,4,4,0,0,4
0,1864,5,5,3,2,8
0,1865,20,20,5,2,25
0,1866,3,3,2,1,5
0,1867,14,14,0,0,14
0,1868,13,13,16,2,29
0,1869,12,12,1,1,13
0,1870,3,3,0,0,3
0,1871,8,8,0,0,8
0,1872,25,25,0,0,25
0,1873,9,9,2,1,11
0,1874,1,1,0,0,1
0,1875,27,27,6,2,33
0,1876,5,5,0,0,5
0,1877,9,9,0,0,9
0,1878,1,1,0,0,1
0,1879,12,12,2,1,14
0,1880,5,5,0,0,5
0,1881,7,7,0,0,7
0,1882,4,4,0,0,4
0,1883,1,1,0,0,1
0,1885,5,5,0,0,5
0,1886,3,3,0,0,3
0,1887,15,15,0,0,15
0,1888,4,4,2,1,6
0,1889,17,17,4,3,21
0,1890,10,10,0,0,10
0,1891,4,4,0,0,4
0,1892,10,10,1,1,11
0,1893,23,23,2,1,25
0,1894,11,11,0,0,11
0,1895,13,13,3,1,16
0,1896,4,4,0,0,4
0,1897,5,5,0,0,5
0,1898,10,10,0,0,10
0,1899,3,3,0,0,3
0,1900,3,3,0,0,3
0,1901,2,2,0,0,2
0,1902,2,2,0,0,2
0,1903,4,4,0,0,4
0,1904,5,5,6,1,11
0,1905,2,2,0,0,2
0,1906,10,10,0,0,10
0,1907,13,13,1,1,14
0,1909,6,6,0,0,6
0,1910,8,8,0,0,8
0,1911,17,17,1,1,18
0,1912,9,9,0,0,9
0,1913,2,2,0,0,2
0,1914,38,38,1,1,39
0,1915,1,1,0,0,1
0,1916,20,20,0,0,20
0,1917,10,10,0,0,10
0,1918,12,12,0,0,12
0,1919,11,11,0,0,11
0,1920,4,4,0,0,4
0,1922,15,15,0,0,15
0,1923,1,1,0,0,1
0,1925,1,1,0,0,1
0,1926,1,1,0,0,1
0,1927,6,6,0,0,6
0,1928,14,14,0,0,14
0,1929,20,20,0,0,20
0,1930,35,35,21,3,56
0,1932,24,24,0,0,24
0,1933,15,15,0,0,15
0,1934,128,128,47,5,175
0,1935,13,13,0,0,13
0,1936,9,9,0,0,9
0,1937,12,12,1,1,13
0,1938,2,2,0,0,2
0,1939,11,11,0,0,11
0,1940,5,5,0,0,5
0,1942,8,8,3,2,11
0,1943,19,19,0,0,19
0,1944,1,1,0,0,1
0,1945,13,13,3,1,16
0,1946,3,3,0,0,3
0,1947,5,5,0,0,5
0,1948,5,5,0,0,5
0,1949,1,1,0,0,1
0,1950,3,3,0,0,3
0,1951,2,2,1,1,3
0,1952,21,21,0,0,21
0,1953,4,4,0,0,4
0,1954,29,29,0,0,29
0,1955,11,11,0,0,11
0,1956,3,3,0,0,3
0,1957,1,1,0,0,1
0,1958,1,1,0,0,1
0,1959,11,11,1,1,12
0,1962,17,17,0,0,17
0,1963,3,3,0,0,3
0,1964,2,2,0,0,2
0,1966,3,3,0,0,3
0,1967,3,3,1,1,4
0,1968,5,5,1,1,6
0,1969,13,13,0,0,13
0,1970,3,3,0,0,3
0,1971,4,4,0,0,4
0,1972,60,60,18,4,78
0,1973,5,5,0,0,5
0,1976,1,1,0,0,1
0,1978,3,3,0,0,3
0,1980,4,4,1,1,5
0,1982,2,2,0,0,2
0,1983,32,32,0,0,32
0,1985,1,1,0,0,1
0,1986,32,32,0,0,32
0,1987,33,33,0,0,33
0,1988,2,2,0,0,2
0,1989,6,6,0,0,6
0,1990,1,1,0,0,1
0,1994,38,38,0,0,38
0,1995,33,33,0,0,33
0,1997,16,16,0,0,16
0,1998,37,37,0,0,37
0,1999,6,6,1,1,7
0,2000,2,2,0,0,2
0,2001,12,12,8,2,20
0,2002,12,12,26,1,38
0,2003,4,4,2,2,6
0,2004,22,22,0,0,22
0,2005,69,69,121,2,190
0,2006,228,228,118,33,346
0,2007,1,1,0,0,1
0,2008,5,5,0,0,5
0,2009,10,10,53,2,63
0,2011,41,41,3,2,44
0,2012,39,39,0,0,39
0,2013,38,38,0,0,38
0,2014,19,19,0,0,19
0,2015,18,18,1,1,19
0,2016,32,32,43,9,75
0,2017,61,61,0,0,61
0,2018,4,4,0,0,4
0,2019,36,36,0,0,36
0,2020,127,127,65,14,192
0,2021,12,12,2,2,14
0,2022,55,55,69,6,124
0,2023,5,5,1,1,6
0,2024,32,32,0,0,32
0,2025,218,218,297,70,515
0,2026,79,79,3,2,82
0,2027,13,13,55,3,68
0,2028,113,113,7,3,120
0,2029,25,25,0,0,25
0,2030,40,40,0,0,40
0,2031,38,38,6,1,44
0,2032,28,28,0,0,28
0,2033,103,103,547,15,650
0,2034,58,58,1,1,59
0,2035,35,35,0,0,35
0,2036,32,32,3,2,35
0,2037,1,1,0,0,1
0,2038,11,11,0,0,11
0,2039,2,2,0,0,2
0,2040,41,41,4,2,45
0,2041,9,9,1,1,10
0,2042,28,28,0,0,28
0,2043,85,85,1,1,86
0,2044,55,55,0,0,55
0,2045,45,45,1,1,46
0,2046,30,30,1,1,31
0,2047,72,72,5,2,77
0,2048,7,7,0,0,7
0,2049,6,6,1,1,7
0,2050,73,73,1,1,74
0,2051,58,58,0,0,58
0,2052,31,31,0,0,31
0,2053,2,2,0,0,2
0,2054,9,9,2,1,11
0,2055,34,34,17,9,51
0,2056,272,272,220,32,492
0,2057,49,49,0,0,49
0,2058,4,4,0,0,4
0,2059,29,29,0,0,29
0,2060,48,48,2,1,50
0,2061,57,57,0,0,57
0,2062,42,42,0,0,42
0,2063,4,4,0,0,4
0,2064,5,5,0,0,5
0,2065,1,1,0,0,1
0,2066,3,3,0,0,3
0,2068,92,92,1,1,93
0,2069,50,50,2,1,52
0,2070,11,11,0,0,11
0,2071,64,64,3,3,67
0,2072,50,50,1,1,51
0,2073,36,36,2,2,38
0,2074,55,55,1,1,56
0,2075,56,56,18,7,74
0,2076,1,1,0,0,1
