article_id,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords,label,source_split,n_related_tweets,n_unique_tweets,n_replies,n_unique_reply_tweets,engagement_total,severity_applicable,severity_score,severity_label,base_harm_weight,propagation_multiplier_constant,propagation_multiplier_bucket,propagation_multiplier_linear,severity_strategy,severity_notes,engagement_bucket_fake_only,high_risk_keyword_hits,medium_risk_keyword_hits,guidance_keyword_hits
342,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/headache-and-fever,"Headache and fever: Causes, treatment, and prevention","""Headache and fever: Causes, treatment, and prevention""",headache and fever are common symptoms of a variety of medical conditions. sometimes people may experience a headache and a fever together. sometimes having a headache and a fever at the same time can be serious so people experiencing both may wish to consult a doctor for a diagnosis. some people may also have concerns about whether they have contracted sars cov-2 the virus that causes covid-19 as both of these symptoms have an association with covid-19. however several other conditions can. ,headache and fever are common symptoms for many different medical conditions. sometimes people may experience both a headache and a fever. learn more. ,,"""headache and fever""",0,5,2,2,0,0,2,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
343,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/321163,Can you use an expired inhaler? Safety and effects,"""Can you use an expired inhaler? Safety and effects""",it is usually safe to use an albuterol sulfate inhaler beyond the expiry date listed on the device although the inhaler may not be as effective as it once was. an albuterol sulfate or salbutamol inhaler provides relief from asthma symptoms and attacks. some common brand names are proventil and ventolin. most people do not use reliever inhalers every day and they may expire long before a person thinks to check. as of april 2020 some parts of the united states have experienced shortages of. ,many people with asthma wonder whether inhalers are still safe to use after their expiry dates. here learn about expiration risks and more. ,,"""expired inhaler""",0,5,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
344,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/should-parents-limit-screen-time-for-young-children,Should parents limit screen time for young children?,"""Should parents limit screen time for young children?""",screens are everywhere in our daily lives. as adults we are constantly switching between working on a computer checking our phones watching tv in the evening sometimes even playing on a tablet at the same time. children are picking up on this behavior with screen time among children increasing. data from the centers for disease control and prevention cdc show that children aged 810 spend on average 6 hours per day in front of a screen. at ages 1114 this increases to nearly 9 hours. ,a new study finds that exposing preschoolers to digital devices such as smartphones and tablets may have adverse developmental effects .. ,,"""""",0,5,12,12,0,0,12,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
345,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronavirus-myths-explored,27 coronavirus myths busted,"""27 coronavirus myths busted""",the novel coronavirus now known as sars cov-2 has spread from wuhan china to every continent on earth except antarctica. the world health organization who officially changed their classification of the situation from a public health emergency of international concern to a pandemic on march 11 2020. the virus has been responsible for millions of infections globally causing hundreds of thousands of deaths. the united states is the most affected country. as ever when the word pandemic. ,as the coronavirus outbreak continues a host of misconceptions and half truths surround it. in this feature we dispel 27 of these myths. ,,"""""",0,5,4,4,0,0,4,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
346,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/new-study-pinpoints-loss-of-smell-and-taste-as-covid-19-symptoms,New study pinpoints loss of smell and taste as COVID-19 symptoms,"""New study pinpoints loss of smell and taste as COVID-19 symptoms""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. earlier this month preliminary findings in a preprint started making headlines because they suggested that the list of possible covid-19 symptoms should include the loss of smell and taste. that study assessed symptoms in 579 people who reported having t. ,a newly published study appears to confirm that the loss of smell and taste can be a symptom of covid-19 in a significant proportion of individuals .. ,,"""""",0,5,4,4,0,0,4,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
347,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-vaccine-may-be-ready-by-fall-and-other-reasons-for-hope,COVID-19: Vaccine may be ready by fall and other reasons for hope,"""COVID-19: Vaccine may be ready by fall and other reasons for hope""",about a month ago medical news today started a series aiming to bring together the more encouraging research that emerges around covid-19. we continue with this special feature that focuses on an incoming vaccine and other potential treatments for this new coronavirus and the disease it causes. a new vaccine may be available as early as the fall according to some researchers. all data and statistics are based on publicly available data at the time of publication. some information may be out of. ,a sars cov-2 vaccine may be available by the fall an ebola drug shows further promise and an app could help create intelligent physical distancing .. ,,"""""",0,5,27,27,1,1,28,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
348,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/what-factors-did-people-who-died-with-covid-19-have-in-common,What factors did people who died with COVID-19 have in common?,"""What factors did people who died with COVID-19 have in common?""",researchers have analyzed the records of 85 individuals who died with covid-19 in the early stages of the outbreak in wuhan china. the analysis revealed that the majority of those patients had a few consistent factors in common. a new study analyzing the data of 85 people who died with covid-19 found that the majority were male more than 50 years old and had underlying health conditions. all data and statistics are based on publicly available data at the time of publication. some information. ,new research looking at the data of 85 people who died with covid-19 found that most of these were older males with underlying chronic health conditions .. ,,"""""",0,5,29,29,2,2,31,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
349,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/how-do-sars-and-mers-compare-with-covid-19,How do SARS and MERS compare with COVID-19?,"""How do SARS and MERS compare with COVID-19?""",while the world is firmly in the grip of the covid-19 pandemic we take a look back at sars and mers and their underlying pathogens which are also coronaviruses. three new coronaviruses have emerged since the turn of the century. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. coronaviruses are a large. ,three coronaviruses can cause severe respiratory illness in people. one causes covid-19 and the other two cause sars and mers. learn how they differ here. ,,"""""",0,5,23,23,1,1,24,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
350,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-and-our-pets-what-is-there-to-know,How does the new coronavirus affect our pets?,"""How does the new coronavirus affect our pets?""",can our pets become infected with sars cov-2. could they transmit the virus to other animals or to their human companions. and can humans transmit it to animals. this special feature aims to answer these and more questions. can sars cov-2 affect pets and if so what can we do to ensure their well being as well as ours. we investigate. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and foll. ,in this special feature we look at how the covid-19 pandemic may affect companion animals and outline best practices for pet owners at this time .. ,,"""""",0,5,5,5,0,0,5,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
351,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/live-updates-coronavirus-covid-19,COVID-19 live updates: Total number of cases passes 3.2 million,"""COVID-19 live updates: Total number of cases passes 4.4 million""","the recent coronavirus outbreak began in wuhan china in december 2019. known as sars cov-2 the virus has resulted in more than 4.4 million infections and 302,000 deaths. covid-19 has now been reported on every continent except antarctica. keep up to date with the latest research and information about covid-19 here. 05/15/2020 14:23 gmt global number of deaths from covid-19 has passed 300,000 this week the journal histopathology published the case study of a female who consumed a. ",this live article covers developments regarding the coronavirus and covid-19. we will update it regularly as the situation unfolds. ,,"""""",0,5,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
352,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-symptoms,COVID-19: Symptoms and when to see a doctor,"""Coronavirus (COVID-19) symptoms: How to know and what to do""",this article was updated to include information about home testing kits on april 27 2020. the novel coronavirus or sars cov-2 causes a disease called covid-19. this can produce symptoms similar to those of other respiratory conditions such as allergies or the flu. this article looks at the symptoms of covid-19 and how to tell them apart from those of colds flus and allergies. it will also cover some home treatments and when to see a doctor. stay informed with live updates on the current co. ,the main symptoms of covid-19 are a fever a dry cough and shortness of breath. learn more about the other symptoms and what to expect here. ,,"""covid-19 symptoms""",0,5,18,18,25,4,43,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
353,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronavirus-vs-flu,Coronavirus vs. flu: How to tell the difference,"""Coronavirus vs. flu: How to tell the difference""",the symptoms of the flu and covid-19 have some differences. people who have the flu will typically experience symptoms within 14 days. the symptoms for covid-19 can develop between 114 days. however according to 2020 research the median incubation period for covid-19 is 5.1 days. as a point of comparison the incubation period for a cold is 13 days. the symptoms of covid-19 are similar in both children and adults. however according to the centers for disease control and prevention cdc. ,the symptoms of the flu and the 2019 coronavirus are similar but there are differences. learn more about how the flu and covid-19 differ. ,,"""coronavirus vs flu""",0,5,50,50,1,1,51,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
354,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/novel-coronavirus-your-questions-answered,Novel coronavirus: What we know so far,"""Novel coronavirus: What we know so far""",the current outbreak of covid-19 has sparked global anxiety and concern that it might spread too far and too fast and cause dramatic harm before health officials find a way to stop it. what are the realities of the pandemic. we investigate. what are the realities of the new coronavirus outbreak. this article was updated on may 7 2020 in december last year reports started to emerge that a coronavirus that specialists had never before seen in humans had begun to spread among the population of wu. ,the global outbreak of a new coronavirus has rocked international communities. in this article find out what we know about it so far. ,,"""""",0,5,197,197,193,33,390,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
355,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-how-long-is-this-likely-to-last,When will the COVID-19 pandemic be over?,"""When will the COVID-19 pandemic be over?""",as more and more countries are on lockdown due to covid-19 and an increasing number of people are living in isolation the question on everyones mind is when will this be over. we look at what experts have to say. the covid-19 pandemic and the ensuing isolation have meant that many of us have had to make adjustments to our daily lives. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and f. ,we look at what infectious disease experts have to say about when the pandemic will be over and how long it will take to develop and produce a vaccine .. ,,"""""",0,5,105,105,192,27,297,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
356,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/256521,"Coronaviruses: Symptoms, treatments, and variants","""Coronaviruses: Symptoms, treatments, and variants""",this article was updated on may 7 2020 coronaviruses typically affect the respiratory tracts of birds and mammals including humans. doctors associate them with the common cold bronchitis pneumonia severe acute respiratory syndrome sars and coronavirus disease 2019 covid-19. these viruses can also affect the gut. coronaviruses usually cause the common cold though they can be responsible for more severe illnesses. over the past 70 years scientists have found that these viruses can infe. ,coronaviruses often cause the common cold though they can be responsible for more severe respiratory illnesses. learn more about coronaviruses here. ,,"""coronaviruses""",0,5,30,30,1,1,31,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
357,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronavirus-causes,Coronavirus causes: Origin and how it spreads,"""Coronavirus (COVID-19) origin: Cause and how it spreads""",many health experts believe that the new strain of coronavirus likely originated in bats or pangolins. the first transmission to humans was in wuhan china. since then the virus has mostly spread through person to person contact. coronaviruses are a group of viruses that can cause disease in both animals and humans. the severe acute respiratory syndrome sars virus strain known as sars cov is an example of a coronavirus. sars spread rapidly in 20022003. the new strain of coronavirus is called. ,coronavirus may have originated in bats or pangolins. the first known cases of covid-19 were in wuhan china. learn more about its origin causes and transmission here. ,,"""Coronavirus causes""",0,5,6,6,7,2,13,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
358,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronaviruses-and-heart-health,Coronaviruses and heart health,"""Coronaviruses and heart health""",a recent review examines the relationship between coronaviruses and the cardiovascular system. although information about sars cov-2 specifically is scant the authors believe that research into other coronaviruses might provide insight. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. a type of coronav. ,a new review looks at the relationship between cardiovascular disease and covid-19. the authors draw evidence from recent trials and studies into sars and mers. ,,"""""",0,5,15,15,2,1,17,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
359,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19,"COVID-19: Symptoms, incubation, prevention, and more","""COVID-19: Symptoms, incubation, prevention, and more""",this article was updated on may 7 2020 covid-19 is a highly contagious infectious disease that the newly identified virus sars cov-2 causes. sars cov-2 belongs to the family of viruses known as coronaviruses. in the majority of people who develop it covid-19 causes a mild respiratory illness similar to influenza. in some individuals however it can lead to a severe respiratory condition that requires hospitalization. people can be without symptoms or asymptomatic despite having a sars cov-2. ,covid-19 is a highly contagious infectious disease resulting from a newly identified virus that belongs to the coronavirus family. read all you need to know here. ,,"""covid-19""",0,5,3,3,0,0,3,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
360,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/anti-flu-drug-effective-in-treating-covid-19,Is the anti-flu drug Avigan effective in treating COVID-19?,"""Is the anti-flu drug Avigan effective in treating COVID-19?""",an experimental new study has recently tested the efficacy of favipiravir avigan for treating covid-19. the anti flu drug favipiravir avigan could combat the new coronavirus but people should interpret these results with caution. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. recently there has be. ,new research compares two treatment regimens and suggests that an anti flu drug could combat the new pandemic. however there are some caveats. ,,"""""",0,5,39,39,1,1,40,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
361,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/what-our-experts-think-you-should-know-about-covid-19,What MNT's experts want you to know about COVID-19,"""What MNT's experts want you to know about COVID-19""",this article was updated on april 6 2020 to include information about face coverings. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. in this article we ask some of medical news todays experts what they want the public to know about the covid-19 pandemic. the answers are insightful and direct. what do. ,for this feature we asked our experts to provide the information that they wished was more widespread. in these times heeding expert advice is vital. ,,"""""",0,5,10,10,0,0,10,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
362,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronavirus-effects-on-body,Coronavirus effects on the body: Risks and complications,"""Coronavirus effects on the body: Risks and complications""","coronaviruses are present in many species of animals such as camels and bats. mutations of the virus can infect humans. previous outbreaks of diseases that coronaviruses have caused in humans have been severe. they typically spread rapidly and can cause death in some people. one example is severe acute respiratory syndrome sars which caused a pandemic in 2002. there were around 8,439 cases and 812 deaths as a result of the virus. the outbreak of the disease known as covid-19 is the result. ",coronavirus effects on the body include respiratory symptoms such as coughing and shortness of breath. severe cases may cause complications including pneumonia. ,,"""Coronavirus effects on body""",0,5,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
363,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronavirus-testing,"Coronavirus tests: Methods, availability, and accuracy","""Coronavirus (COVID-19) tests: Methods, availability, and accuracy""",this article was updated to include information about home testing kits on april 27 2020. most tests for the new strain of coronavirus involve taking a swab sample for analysis. the virus known as severe acute respiratory syndrome coronavirus 2 sars cov-2 causes coronavirus disease 19 covid-19. developing reliable tests for the virus is essential to slow its spread. currently these tests are for people at risk of developing severe covid-19. for example healthcare professionals will li. ,coronavirus tests are available specifically to those at high risk or with severe symptoms. rates of testing are low in the u.s. and the accuracy is uncertain. ,,"""coronavirus testing""",0,5,4,4,0,0,4,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
364,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-interview-with-who-advisor-professor-david-heymann,What WHO advisor David Heymann told us about COVID-19,"""What WHO advisor David Heymann told us about COVID-19""",in conversation with world health organization who expert advisor prof. david heymann medical news today heard about his past experiences with sars and mers what individuals can do to stop the spread of the new coronavirus and how long he expects the pandemic to last. who advisor prof. david heymann spoke to medical news today about the covid-19 pandemic. image credit fabrice coffrini afp via getty image all data and statistics are based on publicly available data at the time of publicat. ,medical news today spoke to who advisor and infectious disease expert professor david heymann about the current covid-19 pandemic .. ,,"""""",0,5,3,3,0,0,3,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
365,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/sex-differences-in-covid-19,Sex differences in the new coronavirus,"""Sex differences in the new coronavirus""",covid-19 affects people differently in terms of infection with the virus sars cov-2 and mortality rates. in this special feature we focus on some of the sex differences that characterize this pandemic. the data that are available so far indicate that there are significant differences between how the sexes respond to the new coronavirus. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and fol. ,in this special feature we look at the data on covid-19 cases and mortality broken down by sex insofar as these data were made available .. ,,"""""",0,5,9,9,35,2,44,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
366,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-interview-with-infectious-disease-expert-professor-paul-kellam-part-1,COVID-19: Infectious disease expert warns it is 'really serious',"""COVID-19: Infectious disease expert warns it is 'really serious'""",speaking to medical news today in part one of a two part interview prof. paul kellams message is clear. the current situation is very bad and we all have a role to play in the global effort to curb the covid-19 pandemic. prof. paul kellam is part of a team working on a vaccine against sars cov-2. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most r. ,medical news today spoke to infectious disease expert paul kellam from imperial college london u.k. about the covid-19 pandemic. ,,"""""",0,5,2,2,0,0,2,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
367,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronavirus-transmission,Coronavirus transmission: How it spreads and how to avoid it,"""Coronavirus transmission: How it spreads and how to avoid it""",this article will discuss how the new coronavirus spreads and how to lower the risk of contracting it. the new strain of coronavirus spreads through person to person contact. it is highly contagious. anyone who has it should remain home and avoid contact with people. this article was updated on march 25 2020 to include information on transmission through different bodily fluids and on april 4 2020 to include information about using face masks. stay informed with live updates on the current. ,the new coronavirus is spreading quickly and easily. learn more about how a person can transmit the virus as well as how to avoid it here. ,,"""coronavirus transmission""",0,5,1,1,0,0,1,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
368,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-prof-martin-bachmann-on-aiming-for-a-vaccine-in-6-8-months-part-2,Prof. Martin Bachmann on making millions of coronavirus vaccine doses,"""Prof. Martin Bachmann on making millions of coronavirus vaccine doses""",in the second part of our interview with professor martin bachmann we hear how his lab is coping with working during a pandemic the concept of herd immunity and how long the pandemic may last. research into a coronavirus vaccine is ongoing. image credit jeff pachoud afp via getty images all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent in. ,medical news today spoke to expert immunologist prof. martin bachmann about his coronavirus vaccine which may be ready in six eight months. ,,"""""",0,5,3,3,1,1,4,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
369,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/why-social-distancing-is-key-in-containing-the-new-coronavirus,Why social distancing is key in containing the new coronavirus,"""Why social distancing is key in containing the new coronavirus""",researchers say that sars cov-2s rapid spread is likely due to the movements of people with no or very mild symptoms namely those who are unaware that they even have the virus. that is why social distancing is such an important containment measure they explain. the cdc recommend that all people wear cloth face masks in public places where it is difficult to maintain a 6-foot distance from others. this will help slow the spread of the virus from asymptomatic people or people who do not know. ,different studies hint at why social distancing is the only way to stop the new coronavirus. asymptomatic cases may contribute to the spread they say. ,,"""""",0,5,11,11,0,0,11,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
370,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/new-findings-may-bring-the-search-for-a-covid-19-treatment-one-step-forward,COVID-19 treatment: New findings may bring researchers a step closer,"""COVID-19 treatment: New findings may bring researchers a step closer""",the investigators now report their findings in the journal antiviral research. stay informed with live updates on the current covid-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. in their initial as well as current research the investigators were particularly interested in the function of the spike protein. this is a protein that viruses use to transfer their genetic information into cells causing infection. but in the context of the current covid-. ,new research into the structure and mechanisms of coronaviruses could help suggest a way forward in developing a targeted treatment for covid-19 .. ,,"""""",0,5,33,33,0,0,33,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
371,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/the-new-coronavirus-was-not-genetically-engineered-study-shows,"The new coronavirus was not man-made, study shows","""The new coronavirus was not man-made, study shows""",the new study appears in the journal nature medicine and kristian andersen ph.d. an associate professor of immunology and microbiology at the scripps research institute in la jolla ca is the first and corresponding author on the paper. andersen and colleagues set out to see what they could deduce about the origin of the new coronavirus from analyzing the genomic data available. as the authors mention in their paper since the start of the covid-19 outbreak researchers have been trying to. ,sars cov-2 the virus causing covid-19 is the result of natural evolution a study shows ending any speculation about deliberate genetic engineering '. ,,"""""",0,5,26,26,11,2,37,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
372,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-digestive-symptoms-are-common,COVID-19: 'Digestive symptoms are common',"""COVID-19: 'Digestive symptoms are common'""",please note that since we originally wrote this article the authors have made some corrections to their study following access to additional data. we have now amended our article to reflect those corrections. as the world races to find the best ways to cope with the new coronavirus researchers continue to contribute to our understanding of covid-19 the disease that the virus causes. the exact symptoms are a main point of interest. as with many other viral infections sars cov-2 infections. ,new research suggests that digestive symptoms including a loss of appetite and diarrhea are more common in people with covid-19 than doctors had thought .. ,,"""""",0,5,55,55,45,11,100,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
373,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-5-reasons-to-be-cautiously-hopeful,COVID-19: 5 reasons to be cautiously hopeful,"""COVID-19: 5 reasons to be cautiously hopeful""",the death toll for covid-19 is on the rise and so is the total number of cases. in the context of this global pandemic feeling overwhelmed by all the negative information is a natural response. but researchers are also hard at work trying to understand treat and prevent the new coronavirus. we take a look at some of their results. emerging evidence may offer a glimmer of hope with regards to the treatment and prevention of covid-19 but we must interpret the results with caution. all data an. ,we round up some of the research on covid-19 that has emerged recently and produced results that may hopefully help tackle the global pandemic .. ,,"""""",0,5,49,49,1,1,50,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
374,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronavirus-vaccine,"Coronavirus vaccine: Development, timeline, and more","""Coronavirus (COVID-19) vaccine: Development, timeline, and more""","sars cov-2 the virus that leads to coronavirus disease 19 covid-19 has spread rapidly from the first known cases in china in december 2019 to countries around the world. on march 10 2020 the world health organization who reported that there were 113,702 confirmed cases of covid-19 around the world plus 4,012 deaths. in response to this global health crisis researchers are working on developing a coronavirus vaccine as soon as possible. learn more about vaccine development and the possi. ",covid-19 is a respiratory illness caused by the sars cov-2 virus. researchers are now working on developing a coronavirus vaccine. learn more here. ,,"""coronavirus vaccine""",0,5,15,15,1,1,16,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
375,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/pneumonia-and-covid-19,"Pneumonia and COVID-19: Relationship, risks, and more","""Pneumonia and COVID-19: Relationship, risks, and more""",pneumonia is a severe lung infection. in some people it can be fatal especially among the elderly and those with respiratory disorders. covid-19 the disease the novel coronavirus causes can spread to the lungs causing pneumonia. while many people recover some develop severe pneumonia that does not respond well to treatment. in this article we look at the relationship between covid-19 and pneumonia the treatment available and precautions a person should take. stay informed with live upda. ,the new coronavirus can sometimes cause severe illness. learn about the relationship between covid-19 and pneumonia as well as precautions to take. ,,"""pneumonia and COVID-19""",0,5,1,1,0,0,1,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
376,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/why-does-sars-cov-2-spread-so-easily,Why does SARS-CoV-2 spread so easily?,"""Why does SARS-CoV-2 spread so easily?""","all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. the new coronavirus called sars cov-2 has caused more than 168,000 infections globally leading to the health condition covid-19. in an effort to understand the nature of this highly contagious virus researchers have been drawing comparisons with the s. ",we take a look at some recent studies that help explain how sars cov-2 the virus that causes covid-19 is so effective at attacking human cells .. ,,"""""",0,5,20,20,4,2,24,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
377,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/coronavirus-pangolins-may-have-spread-the-disease-to-humans,Coronavirus: Pangolins may have spread the disease to humans,"""Coronavirus: Pangolins may have spread the disease to humans""",there are many questions about the novel coronavirus that remain unanswered such as how does the virus spread. and where did it originate. now chinese based researchers say they think the pangolin a scaly otherwise harmless mammal that eats ants may have spread the virus to humans. when coronaviruses spread to humans it is usually via contact with an animal that carries the virus. medical news today has recently published an extensive feature on the new virus explaining that so. ,chinese based researchers announce that they have identified a 99 dna match between the coronavirus in pangolins and that in humans .. ,,"""""",0,5,68,68,66,10,134,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
